품목명,수거단계,재배양식,생산자 주소,재배면적,조사물량,등록일자,분석결과
현미,유통/판매,직불제(쌀소득) ,경상남도  밀양시  ,,,20150626,적합
멥쌀(일반),유통/판매,직불제(쌀소득) ,경상남도  양산시  ,,,20150626,적합
현미,유통/판매,직불제(쌀소득) ,경상남도  양산시  ,,,20150626,적합
멥쌀(일반),유통/판매,직불제(쌀소득) ,경상남도  양산시  ,,,20150626,적합
현미,유통/판매,직불제(쌀소득) ,경상남도  양산시  ,,,20150626,적합
멥쌀(일반),유통/판매,직불제(쌀소득) ,경상남도  김해시  ,,,20150626,적합
현미,유통/판매,직불제(쌀소득) ,경상남도  김해시  ,,,20150626,적합
멥쌀(일반),유통/판매,직불제(쌀소득) ,경상남도  김해시  ,,,20150626,적합
현미,유통/판매,직불제(쌀소득) ,경상남도  김해시  ,,,20150626,적합
멥쌀(일반),유통/판매,직불제(쌀소득) ,경상남도  김해시  ,,,20150626,적합
현미,유통/판매,직불제(쌀소득) ,경상남도  김해시  ,,,20150626,적합
멥쌀(일반),유통/판매,일반 ,경상남도  창원시  ,,,20150626,적합
현미,유통/판매,일반 ,경상남도  창원시  ,,,20150626,적합
멥쌀(일반),유통/판매,일반 ,경상남도  창원시  ,,,20150626,적합
현미,유통/판매,일반 ,경상남도  창원시  ,,,20150626,적합
멥쌀(일반),유통/판매,일반 ,울산광역시  북구  ,,,20150626,적합
현미,유통/판매,일반 ,울산광역시  북구  ,,,20150626,적합
멥쌀(일반),유통/판매,일반 ,울산광역시  울주군  ,,,20150626,적합
현미,유통/판매,일반 ,울산광역시  울주군  ,,,20150626,적합
멥쌀(일반),유통/판매,일반 ,울산광역시  울주군  ,,,20150626,적합
현미,유통/판매,일반 ,울산광역시  울주군  ,,,20150626,적합
흙당근,유통/판매,일반 ,경상남도  김해시  ,,70,20150626,적합
저장형한지(건마늘),유통/판매,일반 ,충청남도  태안군  ,,60,20150626,적합
여름배추,유통/판매,일반 ,대전광역시  대덕구  ,,50,20150626,적합
여름무,유통/판매,일반 ,경기도  안성시  ,,50,20150626,적합
물고구마,유통/판매,일반 ,경기도  여주시  ,,20,20150626,적합
곡실옥수수,유통/판매,일반 ,경상남도  의령군  ,,50,20150626,적합
일반부추(조선부추),유통/판매,일반 ,경기도  양평군  ,,20,20150626,적합
시금치,유통/판매,일반 ,대구광역시  서구  ,,,20150625,적합
쌈배추(단배추),유통/판매,일반 ,경상북도  문경시  ,,,20150625,적합
세척당근,유통/판매,일반 ,경기도  안성시  ,,,20150625,적합
강낭콩(일반),생산,일반 ,경상남도  남해군  ,113,50,20150625,적합
강낭콩(일반),생산,일반 ,경상남도  남해군  ,300,100,20150625,적합
수미(슈페리어),생산,일반 ,경상북도  경주시  ,288,400,20150625,적합
생고사리,생산,일반 ,경상북도  경주시  ,992,1000,20150625,부적합 (폐기)
"찰옥수수(대학찰,먹찰)",유통/판매,일반 ,경상남도  의령군  ,,,20150625,적합
일반부추(조선부추),유통/판매,일반 ,강원도  횡성군  ,,,20150625,적합
깐대파,유통/판매,일반 ,부산광역시  강서구  ,,,20150625,적합
시금치,유통/판매,일반 ,전라남도  나주시  ,,,20150625,적합
여름배추,유통/판매,일반 ,강원도  영월군  ,,2,20150625,적합
여름무,유통/판매,일반 ,전라남도  영광군  ,,2,20150625,적합
흙당근,유통/판매,일반 ,경상남도  밀양시  ,,2,20150625,적합
수미(슈페리어),유통/판매,일반 ,전라남도  영광군  ,,2,20150625,적합
햇마늘난지,유통/판매,일반 ,충청남도  서산시  ,,,20150625,적합
서리태,유통/판매,일반 ,충청남도  청양군  ,,,20150625,적합
시금치,유통/판매,일반 ,경기도  용인시  ,,,20150625,적합
일반부추(조선부추),유통/판매,일반 ,경기도  광주시  ,,,20150625,적합
멥쌀(일반),유통/판매,일반 ,충청북도  진천군  ,,,20150625,적합
여름무,유통/판매,일반 ,경기도  이천시  ,,,20150625,적합
대파,유통/판매,일반 ,충청남도  예산군  ,,,20150625,적합
여름배추,유통/판매,일반 ,충청남도  홍성군  ,,,20150625,적합
곡실옥수수,유통/판매,일반 ,충청북도  괴산군  ,,,20150625,적합
밤고구마,유통/판매,일반 ,전라북도  고창군  ,,,20150625,적합
수미(슈페리어),유통/판매,일반 ,충청남도  서산시  ,,,20150625,적합
흙당근,유통/판매,일반 ,제주특별자치도  제주시  ,,,20150625,적합
대파,유통/판매,일반 ,경기도  남양주시  ,,2,20150625,적합
시금치,유통/판매,일반 ,경기도  고양시  ,,2,20150625,적합
수미(슈페리어),유통/판매,일반 ,충청남도  당진시  ,,10,20150625,적합
밤고구마,유통/판매,일반 ,경기도  이천시  ,,,20150625,적합
시금치,유통/판매,일반 ,경기도  포천시  ,,2,20150625,적합
여름무,유통/판매,일반 ,서울특별시  송파구  ,,2,20150625,적합
일반부추(조선부추),유통/판매,일반 ,서울특별시  송파구  ,,2,20150625,적합
시금치,유통/판매,일반 ,경기도  포천시  ,,2,20150625,적합
"찰옥수수(대학찰,먹찰)",유통/판매,일반 ,서울특별시  송파구  ,,2,20150625,적합
흙당근,유통/판매,일반 ,경상남도  밀양시  ,,15,20150624,적합
봄무,유통/판매,일반 ,전라북도  부안군  ,,30,20150624,적합
수미(슈페리어),생산,일반 ,경상북도  봉화군  ,1560,4000,20150624,적합
수미(슈페리어),생산,일반 ,경상북도  봉화군  ,555,1400,20150624,적합
수미(슈페리어),생산,일반 ,경상북도  봉화군  ,2000,5200,20150624,적합
일반부추(조선부추),유통/판매,일반 ,경상북도  포항시  ,,10,20150624,적합
호박고구마,유통/판매,일반 ,전라남도  해남군  ,,50,20150624,적합
시금치,유통/판매,일반 ,경상북도  영덕군  ,,,20150624,적합
대파,유통/판매,일반 ,경기도  구리시  ,,,20150624,적합
일반부추(조선부추),유통/판매,일반 ,경기도  남양주시  ,,,20150624,적합
흙당근,유통/판매,일반 ,경상남도  밀양시  ,,,20150624,적합
햇마늘한지,유통/판매,일반 ,충청남도  태안군  ,,,20150624,적합
"찰옥수수(대학찰,먹찰)",유통/판매,일반 ,전라남도  곡성군  ,,,20150624,적합
백태,유통/판매,일반 ,경상북도  영주시  ,,,20150624,적합
멥쌀(일반),유통/판매,일반 ,충청남도  천안시  ,,,20150624,적합
밤고구마,유통/판매,일반 ,전라남도  영암군  ,,20,20150624,적합
시금치,유통/판매,일반 ,경기도  남양주시  ,,10,20150624,적합
일반부추(조선부추),유통/판매,일반 ,강원도  춘천시  ,,15,20150624,적합
흙당근,유통/판매,일반 ,경상남도  창원시  ,,10,20150624,적합
백태,유통/판매,일반 ,경기도  수원시  ,,10,20150624,적합
청태,유통/판매,일반 ,강원도  화천군  ,,10,20150624,적합
곡실옥수수,유통/판매,일반 ,전라남도  여수시  ,,10,20150624,적합
여름배추,유통/판매,일반 ,서울특별시  성동구  ,,2,20150624,적합
시금치,유통/판매,일반 ,서울특별시  성동구  ,,2,20150624,적합
시금치,유통/판매,일반 ,경기도  포천시  ,,2,20150624,적합
"찰옥수수(대학찰,먹찰)",유통/판매,일반 ,서울특별시  성동구  ,,2,20150624,적합
여름배추,생산,일반 ,경상북도  봉화군  ,6792,40700,20150623,적합
브로코리,생산,일반 ,경상북도  봉화군  ,770,160,20150623,적합
일반부추(조선부추),유통/판매,일반 ,전라남도  장성군  ,,2,20150623,적합
여름무,유통/판매,일반 ,전라북도  완주군  ,,,20150623,적합
흙당근,유통/판매,일반 ,부산광역시  부산진구  ,,2,20150623,적합
여름무,유통/판매,일반 ,전라북도  고창군  ,,2,20150623,적합
일반부추(조선부추),유통/판매,일반 ,전라남도  나주시  ,,2,20150623,적합
시금치,유통/판매,일반 ,전라남도  나주시  ,,,20150623,적합
일반부추(조선부추),유통/판매,일반 ,광주광역시  남구  ,,,20150623,적합
백태,유통/판매,일반 ,경상남도  함양군  ,,4,20150623,적합
호박고구마,유통/판매,일반 ,전라북도  익산시  ,,4,20150623,적합
대파,유통/판매,일반 ,충청남도  천안시  ,,6,20150623,적합
"수박(일반,원형수박,단비,삼복꿀수박)",생산,일반 ,충청남도  예산군  ,330,200,20150623,적합
여름무,유통/판매,일반 ,경상북도  의성군  ,,2,20150623,적합
백태,유통/판매,일반 ,경기도  남양주시  ,,1,20150623,적합
저장무(마대무),유통/판매,일반 ,제주특별자치도  제주시  ,,20,20150623,적합
멥쌀(일반),유통/판매,일반 ,전라북도  고창군  ,,10,20150623,적합
호박고구마,유통/판매,일반 ,전라남도  해남군  ,,2,20150623,적합
흙당근,유통/판매,일반 ,경상남도  김해시  ,,2,20150623,적합
여름무,유통/판매,일반 ,경상남도  김해시  ,,2,20150623,적합
"찰옥수수(대학찰,먹찰)",유통/판매,일반 ,경상남도  의령군  ,,2,20150623,적합
수미(슈페리어),유통/판매,일반 ,경상북도  울진군  ,,40,20150622,적합
밤고구마,유통/판매,일반 ,전라남도  해남군  ,,30,20150622,적합
산딸기,생산,일반 ,경상북도  경주시  ,3882,3000,20150622,적합
산딸기,생산,일반 ,경상북도  경주시  ,542,500,20150622,적합
산딸기,생산,일반 ,경상북도  경주시  ,949,900,20150622,적합
산딸기,생산,일반 ,경상북도  경주시  ,1190,50,20150622,부적합 (폐기)
산딸기,생산,일반 ,경상북도  경주시  ,1643,1000,20150622,적합
산딸기,생산,일반 ,경상북도  경주시  ,210,200,20150622,적합
산딸기,생산,일반 ,경상북도  경주시  ,4433,4000,20150622,적합
산딸기,생산,일반 ,경상북도  경주시  ,598,500,20150622,적합
멥쌀(일반),유통/판매,일반 ,전라북도  고창군  ,,80,20150622,적합
시금치,유통/판매,일반 ,경기도  포천시  ,,20,20150622,적합
일반부추(조선부추),유통/판매,일반 ,서울특별시  송파구  ,,1,20150622,적합
시금치,유통/판매,일반 ,경기도  남양주시  ,,,20150622,적합
멥쌀(일반),유통/판매,일반 ,전라북도  부안군  ,,,20150622,적합
여름무,유통/판매,일반 ,전라북도  고창군  ,,,20150622,적합
밤고구마,유통/판매,일반 ,전라남도  강진군  ,,,20150622,적합
시금치,유통/판매,일반 ,경기도  남양주시  ,,,20150622,적합
흙당근,유통/판매,일반 ,경상남도  김해시  ,,,20150622,적합
일반부추(조선부추),유통/판매,일반 ,경상북도  안동시  ,,,20150622,적합
흙당근,유통/판매,일반 ,경상남도  밀양시  ,,,20150622,적합
여름배추,유통/판매,일반 ,강원도  영월군  ,,,20150622,적합
시금치,유통/판매,일반 ,경상북도  영덕군  ,,,20150622,적합
"찰옥수수(대학찰,먹찰)",유통/판매,일반 ,경상남도  의령군  ,,,20150622,적합
"찰옥수수(대학찰,먹찰)",유통/판매,일반 ,경상남도  의령군  ,,,20150622,적합
시금치,유통/판매,일반 ,경기도  포천시  ,,,20150622,적합
일반부추(조선부추),유통/판매,일반 ,경기도  남양주시  ,,,20150622,적합
흙당근,유통/판매,일반 ,부산광역시  기장군  ,,,20150622,적합
수미(슈페리어),생산,일반 ,경상북도  김천시  ,1825,140,20150619,적합
수미(슈페리어),생산,일반 ,경상북도  김천시  ,2386,6600,20150619,적합
"포모사(퍼모사,후무사)",생산,일반 ,경상북도  김천시  ,1990,30,20150619,적합
여름배추,생산,일반 ,경상북도  경주시  ,3765,3000,20150619,적합
산딸기,생산,일반 ,경상북도  경주시  ,2248,2000,20150619,적합
산딸기,생산,일반 ,경상북도  경주시  ,1957,1000,20150619,적합
산딸기,생산,일반 ,경상북도  경주시  ,2122,2000,20150619,적합
산딸기,생산,일반 ,경상북도  경주시  ,549,500,20150619,적합
산딸기,생산,일반 ,경상북도  경주시  ,671,600,20150619,적합
산딸기,생산,일반 ,경상북도  경주시  ,986,900,20150619,적합
멥쌀(일반),유통/판매,일반 ,전라남도  고흥군  ,,,20150619,적합
백태,유통/판매,일반 ,전라남도  순천시  ,,,20150619,적합
멥쌀(일반),유통/판매,일반 ,전라남도  해남군  ,,,20150619,적합
"찰옥수수(대학찰,먹찰)",유통/판매,일반 ,경상남도  의령군  ,,,20150619,적합
흙당근,유통/판매,일반 ,경상남도  밀양시  ,,,20150619,적합
여름무,유통/판매,일반 ,전라북도  고창군  ,,,20150619,적합
곤드레나물(고려엉겅퀴),생산,일반 ,강원도  정선군  ,4709,400,20150619,적합
청상추(청치마),생산,일반 ,경기도  화성시  ,1500,80,20150619,적합
멥쌀(일반),유통/판매,일반 ,강원도  철원군  ,,2,20150619,적합
흙당근,유통/판매,일반 ,경상남도  창원시  ,,2,20150619,적합
대파,유통/판매,일반 ,경기도  남양주시  ,,2,20150619,적합
여름무,유통/판매,일반 ,전라남도  화순군  ,,2,20150619,적합
일반부추(조선부추),유통/판매,일반 ,경기도  남양주시  ,,2,20150619,적합
시금치,유통/판매,일반 ,경기도  포천시  ,,2,20150619,적합
여름배추,유통/판매,일반 ,강원도  영월군  ,,2,20150619,적합
"찰옥수수(대학찰,먹찰)",유통/판매,일반 ,경상남도  의령군  ,,2,20150619,적합
수미(슈페리어),생산,일반 ,경상남도  고성군  ,50,20,20150618,적합
시금치,유통/판매,일반 ,경상북도  포항시  ,,,20150618,적합
대파,유통/판매,일반 ,경기도  남양주시  ,,,20150618,적합
여름무,유통/판매,일반 ,전라북도  고창군  ,,,20150618,적합
수미(슈페리어),유통/판매,일반 ,경상남도  밀양시  ,,,20150618,적합
밤고구마,유통/판매,일반 ,충청북도  충주시  ,,,20150618,적합
"찰옥수수(대학찰,먹찰)",유통/판매,일반 ,서울특별시  송파구  ,,1,20150618,적합
"찰옥수수(대학찰,먹찰)",유통/판매,일반 ,서울특별시  송파구  ,,3,20150618,적합
일반부추(조선부추),유통/판매,일반 ,경기도  구리시  ,,10,20150618,적합
남작,유통/판매,일반 ,부산광역시  사상구  ,,20,20150618,적합
남작,생산,일반 ,충청북도  단양군  ,165,200,20150618,적합
햇마늘한지,생산,일반 ,충청북도  단양군  ,751,751,20150618,적합
남작,생산,일반 ,충청북도  단양군  ,150,200,20150618,적합
햇마늘한지,생산,일반 ,충청북도  단양군  ,1000,1000,20150618,적합
수미(슈페리어),유통/판매,일반 ,강원도  원주시  ,,50,20150618,적합
여름배추,유통/판매,일반 ,경기도  고양시  ,,20,20150618,적합
시금치,유통/판매,일반 ,서울특별시  강동구  ,,4,20150618,적합
"찰옥수수(대학찰,먹찰)",유통/판매,일반 ,전라남도  곡성군  ,,,20150618,적합
백태,유통/판매,일반 ,경기도  양평군  ,,,20150618,적합
밤고구마,유통/판매,일반 ,전라남도  영암군  ,,,20150618,적합
햇마늘난지,유통/판매,일반 ,충청남도  태안군  ,,,20150618,적합
호박고구마,유통/판매,일반 ,전라남도  해남군  ,,,20150618,적합
봄무,유통/판매,일반 ,전라남도  무안군  ,,,20150617,적합
봄배추,유통/판매,일반 ,경상북도  의성군  ,,,20150617,적합
수미(슈페리어),유통/판매,일반 ,충청남도  공주시  ,,,20150617,적합
세척당근,유통/판매,일반 ,충청남도  공주시  ,,,20150617,적합
밤고구마,유통/판매,일반 ,대전광역시  대덕구  ,,,20150617,적합
수미(슈페리어),생산,일반 ,경상북도  안동시  ,4344,8500,20150617,적합
풋호박(둥근호박),생산,일반 ,경상북도  안동시  ,17759,95000,20150617,적합
여름무,유통/판매,일반 ,경상남도  김해시  ,,,20150617,적합
일반부추(조선부추),유통/판매,일반 ,경상북도  포항시  ,,,20150617,적합
햇마늘한지,유통/판매,일반 ,경상남도  창녕군  ,,,20150617,적합
수미(슈페리어),유통/판매,일반 ,경상북도  김천시  ,,,20150617,적합
수미(슈페리어),유통/판매,일반 ,경상북도  고령군  ,,50,20150617,적합
호박고구마,유통/판매,일반 ,전라북도  고창군  ,,,20150617,적합
여름무,유통/판매,일반 ,전라남도  나주시  ,,,20150617,적합
백태,유통/판매,일반 ,강원도  원주시  ,,40,20150617,적합
일반부추(조선부추),유통/판매,일반 ,경기도  여주시  ,,10,20150617,적합
여름배추,유통/판매,일반 ,전라남도  해남군  ,,35,20150617,적합
여름무,유통/판매,일반 ,전라북도  고창군  ,,12,20150617,적합
햇마늘난지,유통/판매,일반 ,전라남도  해남군  ,,10,20150617,적합
대파,유통/판매,일반 ,경기도  고양시  ,,30,20150617,적합
호박고구마,유통/판매,일반 ,경상북도  영주시  ,,30,20150617,적합
곡실옥수수,유통/판매,일반 ,경기도  이천시  ,,,20150617,적합
여름무,유통/판매,일반 ,전라북도  고창군  ,,,20150617,적합
여름무,유통/판매,일반 ,경기도  이천시  ,,,20150617,적합
여름무,유통/판매,일반 ,경기도  이천시  ,,,20150617,적합
멥쌀(일반),유통/판매,일반 ,강원도  철원군  ,,2,20150617,적합
멥쌀(일반),유통/판매,일반 ,경기도  이천시  ,,2,20150617,적합
수미(슈페리어),유통/판매,일반 ,충청남도  당진시  ,,2,20150617,적합
흙당근,유통/판매,일반 ,서울특별시  광진구  ,,2,20150617,적합
깐대파,유통/판매,일반 ,서울특별시  광진구  ,,2,20150617,적합
일반부추(조선부추),유통/판매,일반 ,경기도  여주시  ,,2,20150617,적합
일반부추(조선부추),유통/판매,일반 ,경상북도  예천군  ,,2,20150617,적합
여름배추,유통/판매,일반 ,강원도  홍천군  ,,2,20150617,적합
백태,유통/판매,일반 ,전라북도  익산시  ,,2,20150617,적합
밤고구마,유통/판매,일반 ,경기도  여주시  ,,2,20150617,적합
여름무,유통/판매,일반 ,전라북도  고창군  ,,2,20150617,적합
시금치,유통/판매,일반 ,경기도  포천시  ,,2,20150617,적합
흙당근,유통/판매,일반 ,부산광역시  기장군  ,,2,20150617,적합
"찰옥수수(대학찰,먹찰)",유통/판매,일반 ,경상남도  의령군  ,,2,20150617,적합
밤고구마,유통/판매,일반 ,전라남도  해남군  ,,,20150616,적합
수미(슈페리어),유통/판매,일반 ,경상북도  상주시  ,,,20150616,적합
세척당근,유통/판매,일반 ,부산광역시  북구  ,,,20150616,적합
일반부추(조선부추),유통/판매,일반 ,경상남도  밀양시  ,,,20150616,적합
서리태,유통/판매,일반 ,충청북도  괴산군  ,,,20150616,적합
멥쌀(일반),유통/판매,일반 ,경상북도  의성군  ,,,20150616,적합
곡실옥수수,유통/판매,일반 ,경상남도  의령군  ,,,20150616,적합
시금치,유통/판매,일반 ,경기도  포천시  ,,,20150616,적합
저장형한지(건마늘),유통/판매,일반 ,대구광역시  달성군  ,,,20150616,적합
봄무,유통/판매,일반 ,전라남도  영암군  ,,,20150616,적합
대파,유통/판매,일반 ,부산광역시  강서구  ,,,20150616,적합
봄배추,유통/판매,일반 ,경상북도  영양군  ,,,20150616,적합
수미(슈페리어),생산,일반 ,경상북도  칠곡군  ,407,100,20150616,적합
녹광,생산,일반 ,대구광역시  달성군  ,1037,940,20150616,적합
"찰옥수수(대학찰,먹찰)",유통/판매,일반 ,전라남도  여수시  ,,,20150616,적합
여름무,유통/판매,일반 ,전라북도  고창군  ,,,20150616,적합
"찰옥수수(대학찰,먹찰)",유통/판매,일반 ,경상남도  의령군  ,,,20150616,적합
여름무,유통/판매,일반 ,전라북도  고창군  ,,,20150616,적합
흙당근,유통/판매,일반 ,부산광역시  북구  ,,,20150616,적합
여름무,유통/판매,일반 ,경상북도  문경시  ,,10,20150616,적합
일반부추(조선부추),유통/판매,일반 ,경기도  성남시  ,,,20150616,적합
여름무,유통/판매,일반 ,전라남도  나주시  ,,,20150616,적합
대파,유통/판매,일반 ,충청북도  청주시  ,,,20150616,적합
흙당근,유통/판매,일반 ,경상남도  김해시  ,,,20150616,적합
봄무,유통/판매,일반 ,전라남도  무안군  ,,30,20150615,적합
대파,유통/판매,일반 ,부산광역시  강서구  ,,20,20150615,적합
생고사리,생산,일반 ,경상북도  울진군  ,206,10,20150615,부적합 (폐기)
수미(슈페리어),생산,일반 ,경상북도  예천군  ,730,350,20150615,적합
수미(슈페리어),생산,일반 ,경상북도  예천군  ,2178,900,20150615,부적합 (폐기)
곤드레나물(고려엉겅퀴),생산,일반 ,전라남도  고흥군  ,660,140,20150615,적합
"풋옥수수(골덴옥수수,뫼옥수수)",유통/판매,일반 ,경상남도  의령군  ,,,20150615,적합
여름무,유통/판매,일반 ,광주광역시  남구  ,,,20150615,적합
여름배추,유통/판매,일반 ,강원도  영월군  ,,,20150615,적합
일반부추(조선부추),유통/판매,일반 ,충청남도  서산시  ,,,20150615,적합
시금치,유통/판매,일반 ,충청남도  서산시  ,,,20150615,적합
호박고구마,유통/판매,일반 ,경기도  여주시  ,,,20150615,적합
여름무,유통/판매,일반 ,전라남도  영암군  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  이천시  ,,,20150615,적합
여름배추,유통/판매,일반 ,충청북도  충주시  ,,50,20150615,적합
흙당근,유통/판매,일반 ,충청북도  충주시  ,,50,20150615,적합
여름무,유통/판매,일반 ,충청북도  충주시  ,,200,20150615,적합
시금치,유통/판매,일반 ,충청북도  충주시  ,,8,20150615,적합
저장형한지(건마늘),유통/판매,일반 ,충청북도  충주시  ,,10,20150615,적합
흙당근,유통/판매,일반 ,경기도  하남시  ,,2,20150615,적합
밤고구마,유통/판매,일반 ,전라남도  해남군  ,,2,20150615,적합
호박고구마,유통/판매,일반 ,충청남도  예산군  ,,2,20150615,적합
일반부추(조선부추),유통/판매,일반 ,경상북도  경주시  ,,2,20150615,적합
여름무,유통/판매,일반 ,전라북도  고창군  ,,2,20150615,적합
멥쌀(일반),유통/판매,일반 ,인천광역시  강화군  ,,,20150615,적합
현미,유통/판매,일반 ,인천광역시  강화군  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,인천광역시  강화군  ,,,20150615,적합
현미,유통/판매,일반 ,인천광역시  강화군  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,인천광역시  강화군  ,,,20150615,적합
현미,유통/판매,일반 ,인천광역시  강화군  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,인천광역시  강화군  ,,,20150615,적합
현미,유통/판매,일반 ,인천광역시  강화군  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,인천광역시  강화군  ,,,20150615,적합
현미,유통/판매,일반 ,인천광역시  강화군  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,인천광역시  강화군  ,,,20150615,적합
현미,유통/판매,일반 ,인천광역시  강화군  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,인천광역시  강화군  ,,,20150615,적합
현미,유통/판매,일반 ,인천광역시  강화군  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,인천광역시  강화군  ,,,20150615,적합
현미,유통/판매,일반 ,인천광역시  강화군  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  광주시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  광주시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  수원시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  수원시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,인천광역시  서구  ,,,20150615,적합
현미,유통/판매,일반 ,인천광역시  서구  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,인천광역시  계양구  ,,,20150615,적합
현미,유통/판매,일반 ,인천광역시  계양구  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,인천광역시  옹진군  ,,,20150615,적합
현미,유통/판매,일반 ,인천광역시  옹진군  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  연천군  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  연천군  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  파주시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  파주시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  파주시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  파주시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  평택시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  평택시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  양주시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  양주시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  동두천시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  동두천시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  의정부시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  의정부시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  김포시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  김포시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  김포시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  김포시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  가평군  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  가평군  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  안성시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  안성시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  안성시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  안성시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  안성시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  안성시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  남양주시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  남양주시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  용인시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  용인시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  용인시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  용인시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  이천시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  이천시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  이천시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  이천시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  이천시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  이천시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  이천시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  이천시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  이천시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  이천시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  이천시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  이천시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  시흥시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  시흥시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  부천시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  부천시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  김포시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  김포시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  화성시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  화성시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  오산시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  오산시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  화성시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  화성시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  화성시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  화성시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  포천시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  포천시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  포천시  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  포천시  ,,,20150615,적합
멥쌀(일반),유통/판매,일반 ,경기도  연천군  ,,,20150615,적합
현미,유통/판매,일반 ,경기도  연천군  ,,,20150615,적합
